car_name,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Used Toyota Camry 2016,2016,"324,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"59,000"
Used BMW 7 Series 2018,2018,"49,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"183,000"
Used GMC Acadia 2014,2014,"232,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",6,N/A,"45,000"
Used GMC Yukon 2017,2017,"116,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"143,000"
Used Cadillac XTS 2014,2014,"171,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"42,000"
Used Lexus ES 350 2016,2016,"103,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"130,000"
Used Toyota Camry 2010,2010,"307,000KM",Automatic,N/A,Brown,N/A,N/A,"
            Drive
          ",4,N/A,"26,000"
Used BMW X6 2018,2018,"67,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"220,000"
Used Nissan X-Trail 2015,2015,"133,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"35,000"
Used Toyota Rav4 2020,2020,"15,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"101,100"
Used Hyundai Palisade 2021,2021,"26,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",6,N/A,"147,000"
Used Honda Odyssey 2012,2012,"296,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",6,N/A,"32,000"
Used Ford Expedition 2010,2010,"350,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",8,N/A,"31,800"
Used Toyota Hilux 2017,2017,"198,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"83,000"
Used Toyota Fortuner 2013,2013,"284,000KM",Manual,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"43,000"
Used Ford Flex 2015,2015,"247,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"43,000"
Used Hyundai Santa Fe 2016,2016,"235,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"45,000"
Used Dodge Durango 2018,2018,"113,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"90,000"
Used BMW 7 Series 2016,2016,"76,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",8,N/A,"190,000"
Used Toyota Land Cruiser 2015,2015,"120,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"180,000"
Used MG ZS 2018,2018,"141,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"35,000"
Used Kia Grand Carnival 2016,2016,"147,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"44,000"
Used BMW 7 Series 2012,2012,"247,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"63,000"
Used Chevrolet Tahoe 2012,2012,"293,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"51,000"
Used Mazda CX-9 2012,2012,"238,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",4,N/A,"41,000"
Used Kia Cadenza 2018,2018,"152,000KM",Automatic,N/A,Brown,N/A,N/A,"
            Drive
          ",6,N/A,"51,200"
Used Ford Fusion 2016,2016,"198,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",4,N/A,"43,500"
Used Dodge Charger 2014,2014,"193,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"53,000"
Used Mitsubishi Pajero 2014,2014,"307,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"42,000"
Used Toyota Corolla 2013,2013,"74,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Hyundai Accent 2016,2016,"90,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Yaris 2017,2017,"181,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"23,000"
Used Toyota Yaris 2015,2015,"140,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Toyota Yaris 2014,2014,"94,998KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Yaris 2017,2017,"260,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"23,000"
Used Hyundai Accent 2011,2011,"200,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Hyundai Accent 2017,2017,"205,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Hyundai Santa Fe 2015,2015,"86,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"55,000"
Used Toyota Hilux 2009,2009,"100,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Hyundai Tucson 2015,2015,"80,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Nissan Maxima 2014,2014,"174,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Hyundai Elantra 2015,2015,"113,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Hyundai Elantra 2015,2015,"128,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"21,500"
Used Hyundai Sonata 2017,2017,"86,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"36,002"
Used Toyota Camry 2017,2017,"90,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,999"
Used Toyota Corolla 2015,2015,"52,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Fortuner 2013,2013,"330,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"33,000"
Used Toyota Corolla 2012,2012,"212,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"26,000"
Used Toyota Corolla 2016,2016,"118,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"31,000"
Used Hyundai Elantra 2017,2017,"129,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,988"
Used Toyota Hilux 2012,2012,"280,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Santa Fe 2018,2018,"78,523KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Camry 2013,2013,"215,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Toyota Corolla 2013,2013,"74,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Kia Rio 2014,2014,"96,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Hyundai Accent 2018,2018,"99,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Hyundai Elantra 2016,2016,"238,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,500"
Used Hyundai Elantra 2018,2018,"93,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"33,000"
Used Toyota Corolla 2007,2007,"280,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"7,000"
Used Hyundai Tucson 2017,2017,"207,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"38,000"
Used Toyota Hilux 2018,2018,"137,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"60,000"
Used GMC Yukon 2011,2011,"200,001KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"65,000"
Used Toyota Camry 2007,2007,"85,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Corolla 2010,2010,"160,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Camry 2003,2003,"260,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"6,000"
Used Toyota Hilux 2016,2016,"194,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Hyundai Santa Fe 2016,2016,"158,000KM",N/A,N/A,Brown,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Elantra 2017,2017,"14,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Infiniti EX 35 2008,2008,"217,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"26,000"
Used Mercedes-Benz 450 SEL 2018,2018,"34,518KM",Automatic,Petrol,White,4,3000,"
            Rear Wheel Drive
          ",6,Perfect inside out,"296,000"
Used Infiniti QX80  5.6L Luxe (8 Seats) 2020,2020,"38,928KM",Automatic,Petrol,White,5,5552,"
            All Wheel Drive
          ",8,Perfect inside out,"228,350"
Used BMW 7 Series  730Li 2018,2018,"34,770KM",Automatic,Petrol,Silver,4,1998,"
            Rear Wheel Drive
          ",4,Perfect inside out,"190,000"
Used Mercedes-Benz 450 SEL 2018,2018,"61,140KM",Automatic,Petrol,Silver,4,3000,"
            Rear Wheel Drive
          ",6,Perfect inside out,"305,200"
Used Chevrolet Impala  3.6L LS 2018,2018,"41,830KM",Automatic,Petrol,Silver,4,3564,"
            Front Wheel Drive
          ",6,Perfect inside out,"78,350"
Used GMC Yukon  5.3L SLE (2WD) 2018,2018,"54,329KM",Automatic,Petrol,Gray,5,5328,"
            Rear Wheel Drive
          ",8,Perfect inside out,"146,500"
Used Hyundai Accent  1.6L High 2020,2020,"125,000KM",Automatic,Petrol,Silver,4,1591,"
            Front Wheel Drive
          ",4,Perfect inside out,"40,000"
Used Hyundai Elantra 2015,2015,"60,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Toyota Corolla 2015,2015,"200,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Elantra 2016,2016,"121,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Fortuner 2008,2008,"93,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"23,000"
Used Toyota Fortuner 2012,2012,"182,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"26,000"
Used Hyundai Accent 2012,2012,"159,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Fortuner 2013,2013,"192,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Toyota Yaris 2015,2015,"170,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Land Cruiser Prado 2011,2011,"250,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"65,000"
Used Toyota Corolla 2013,2013,"240,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"26,000"
Used Hyundai Santa Fe 2009,2009,"270,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"19,000"
Used Hyundai Sonata 2013,2013,"200,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Hyundai Accent 2014,2014,"200,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"23,500"
Used Hyundai Elantra 2014,2014,"220,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Land Cruiser Prado 2011,2011,"350,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"53,000"
Used Hyundai Accent 2015,2015,"19,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Kia Sportage 2013,2013,"290,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Hyundai Tucson 2018,2018,"97,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Toyota Corolla 2017,2017,"138,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Camry 2017,2017,"161,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Nissan Maxima 2016,2016,"144,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Hyundai Tucson 2017,2017,"97,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
Used Toyota Camry 2010,2010,"230,000KM",N/A,N/A,Brown,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Toyota Hilux 2017,2017,"206,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Corolla 2003,2003,"139,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"7,000"
Used Toyota Corolla 2006,2006,"140,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Honda Accord 2014,2014,"260,000KM",N/A,N/A,Brown,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"16,000"
Used GMC Yukon  5.3L SLE (2WD) 2018,2018,"61,321KM",Automatic,Petrol,Gray,5,5328,"
            Rear Wheel Drive
          ",8,Perfect inside out,"145,350"
Used GMC Yukon  5.3L SLE (2WD) 2018,2018,"21,450KM",Automatic,Petrol,Black,5,5328,"
            Rear Wheel Drive
          ",8,Perfect inside out,"151,100"
Used Hyundai Sonata  2.0L Turbo Sport 2016,2016,"87,000KM",Automatic,Petrol,Gold,4,2400,"
            Front Wheel Drive
          ",4,Perfect inside out,"15,000"
Used Chevrolet Impala  3.6L LS 2018,2018,"45,001KM",Automatic,Petrol,Silver,4,3564,"
            Front Wheel Drive
          ",6,Perfect inside out,"75,200"
Used Chevrolet Impala  3.6L LS 2018,2018,"43,898KM",Automatic,Petrol,Silver,4,3564,"
            Front Wheel Drive
          ",6,Perfect inside out,"78,350"
Used Chevrolet Impala  3.6L LS 2018,2018,"45,944KM",Automatic,Petrol,Black,4,3564,"
            Front Wheel Drive
          ",6,Perfect inside out,"78,000"
Used Renault Fluence  1.6L PE  2014,2014,"138,500KM",CVT,Petrol,White,4,1600,"
            Front Wheel Drive
          ",4,Normal wear and tear with a few issues,"17,000"
Used Ford Expedition 2014,2014,"299,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"40,000"
Used Toyota Land Cruiser 2022,2022,"11,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"410,000"
Used Ford Expedition 2015,2015,"141,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",6,N/A,"87,000"
Used GMC Yukon 2012,2012,"120,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"75,000"
Used Lexus ES 350 2019,2019,"29,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"200,000"
Used Volkswagen Passat 2018,2018,"105,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",5,N/A,"51,000"
Used Mercedes-Benz C-Class 2017,2017,"75,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"169,000"
Used Mitsubishi Pajero 2018,2018,"71,000KM",Automatic,N/A,Brown,N/A,N/A,"
            Drive
          ",6,N/A,"73,000"
Used Dodge Charger 2019,2019,"39,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",6,N/A,"95,000"
Used Toyota Land Cruiser Prado 2016,2016,"282,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"90,000"
Used Toyota Camry 2017,2017,"265,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"50,000"
Used Ford F-150 2013,2013,"100,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"158,000"
Used Lexus LX 570 2016,2016,"109,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"305,000"
Used Ford Expedition 2014,2014,"345,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",8,N/A,"43,000"
Used Jeep Grand Cherokee 2013,2013,"205,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"41,000"
Used Jeep Wrangler 2019,2019,"133,000KM",Automatic,N/A,Other,N/A,N/A,"
            Drive
          ",6,N/A,"233,550"
Used Mercedes-Benz A35 AMG 2020,2020,"66,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"190,000"
Used Ford Taurus 2014,2014,"186,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",6,N/A,"46,000"
Used Ford Mustang 2017,2017,"173,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"141,000"
Used Chevrolet Malibu 2015,2015,"164,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"39,000"
Used GMC Acadia 2012,2012,"93,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"52,000"
Used Land Rover Range Rover Sport 2017,2017,"73,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"182,500"
Used Chevrolet Lumina 2010,2010,"136,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"23,000"
Used Lexus LS 460 2014,2014,"149,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",5,N/A,"155,000"
Used Mazda 3 2016,2016,"95,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"51,000"
Used Dodge Challenger 2019,2019,"109,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"101,500"
Used Toyota Highlander 2020,2020,"9,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"149,000"
Used Ford Expedition 2011,2011,"321,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"37,000"
Used BMW 7 Series 2014,2014,"229,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"89,100"
Used Genesis G80 2015,2015,"71,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",6,N/A,"70,000"
Used BMW 7 Series 2019,2019,"48,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",6,N/A,"235,000"
Used Toyota Corolla 2013,2013,"188,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Hyundai Accent 2010,2010,"210,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"9,000"
Used Hyundai Accent 2015,2015,"141,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"26,000"
Used Toyota Camry 2010,2010,"178,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Rav4 2018,2018,"139,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,000"
Used Toyota Hilux 2010,2010,"136,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"26,000"
Used Toyota Corolla 2013,2013,"28,700KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Hyundai Elantra 2020,2020,"21,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,500"
Used Hyundai County 2019,2019,"61,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,000"
Used Lexus ES 350 2017,2017,"113,000KM",N/A,N/A,Brown,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"85,000"
Used Toyota Rav4 2017,2017,"170,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"60,000"
Used Toyota Hilux 2009,2009,"100,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Lexus ES 350 2009,2009,"134,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Toyota Fortuner 2019,2019,"108,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"31,000"
Used Hyundai Sonata 2019,2019,"94,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Hilux 2006,2006,"150,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Hyundai Kona 2019,2019,"48,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"50,000"
Used Toyota Hilux 2016,2016,"172,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Camry 2017,2017,"161,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Tucson 2017,2017,"970,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
Used Toyota Yaris 2015,2015,"250,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Sonata 2019,2019,"87,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"75,000"
Used Toyota Land Cruiser Prado 2014,2014,"200,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"85,000"
Used Hyundai Sonata 2013,2013,"370,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"29,000"
Used Hyundai Elantra 2016,2016,"300,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"32,000"
Used Toyota Land Cruiser Prado 2014,2014,"200,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"85,000"
Used Toyota Fortuner 2015,2015,"165,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"55,000"
Used Hyundai Accent 2015,2015,"180,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Hummer H3 2006,2006,"123,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Fortuner 2014,2014,"360,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"72,000"
Used Kia Rio 2016,2016,"150,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"24,000"
Used Hyundai Santa Fe 2014,2014,"230,000KM",N/A,N/A,Brown,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Yaris 2011,2011,"290,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"19,000"
Used Toyota Fortuner 2018,2018,"190,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"75,000"
Used Toyota Avalon 2016,2016,"340,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"63,000"
Used Daihatsu Terios 2008,2008,"280,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Yaris 2007,2007,"450,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Yaris 2011,2011,"350,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Land Cruiser 2013,2013,"230,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"120,000"
Used Toyota Land Cruiser 2010,2010,"330,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"780,000"
Used Chevrolet Malibu  3.0L V6 LTZ 2013,2013,"111,854KM",Automatic,Petrol,Beige,4,2998,"
            Front Wheel Drive
          ",6,Minor wear and tear,"32,000"
Used Mitsubishi Pajero GLS V6 2009,2009,"145,000KM",Automatic,Petrol,Black,5,2972,"
            All Wheel Drive
          ",6,Minor wear and tear,"32,000"
Used Hyundai Sonata 2017,2017,"86,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"36,000"
Used Toyota Camry 2017,2017,"90,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Toyota Corolla 2015,2015,"52,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Fortuner 2013,2013,"320,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"31,000"
Used Toyota Corolla 2012,2012,"212,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Toyota Corolla 2016,2016,"118,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"31,000"
Used Hyundai Santa Fe 2018,2018,"78,523KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Hyundai Elantra 2017,2017,"129,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Toyota Hilux 2012,2012,"280,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Hyundai Sonata 2017,2017,"86,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"36,000"
Used Kia Optima 2016,2016,"176,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Hyundai Sonata  2.0L Turbo Sport 2016,2016,"159,000KM",Automatic,Petrol,Red,4,2400,"
            Front Wheel Drive
          ",4,Minor wear and tear,"23,000"
Used Toyota Rav4 2014,2014,"240,000KM",Automatic,Petrol,White,N/A,N/A,"
            All Wheel Drive
          ",4,Perfect inside out,"57,000"
