car_name,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Used Toyota Camry 2017,2017,"170,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"54,000"
Used Toyota Land Cruiser 2021,2021,"16,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"320,000"
Used Ford Expedition 2010,2010,"323,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",8,N/A,"25,800"
Used Land Rover Range Rover Sport 2017,2017,"76,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"320,000"
Used Toyota Land Cruiser 2011,2011,"195,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",6,N/A,"100,000"
Used Mercedes-Benz E-Class Saloon 2017,2017,"68,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"175,000"
Used Dodge Durango 2014,2014,"197,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"72,000"
Used Toyota Hilux 2016,2016,"275,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"55,000"
Used Toyota Aurion 2015,2015,"276,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",6,N/A,"48,000"
Used BMW 7 Series 2010,2010,"82,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",6,N/A,"67,000"
Used Dodge Charger  5.7L R/T 2013,2013,"230,000KM",Automatic,Petrol,Red,4,5700,"
            Rear Wheel Drive
          ",8,Perfect inside out,"43,000"
Used Ford Explorer  3.5L V6 Base (FWD) 2016,2016,"50,000KM",Automatic,Petrol,Blue,4,3500,"
            Front Wheel Drive
          ",6,Perfect inside out,"110,000"
Used Geely Coolray  1.5TD GF Plus 2022,2022,525KM,Automatic,Petrol,Silver,5,1500,"
            Front Wheel Drive
          ",3,Minor wear and tear,"70,000"
Used Porsche Cayenne  GTS 2013,2013,260KM,Automatic,Petrol,White,4,4800,"
            All Wheel Drive
          ",8,Perfect inside out,"88,000"
Used Hyundai Elantra 1.6L 2016,2016,120KM,Automatic,Diesel,Teal,4,1600,"
            Front Wheel Drive
          ",4,Perfect inside out,"20,000"
Used Kia Optima  4 Door 2.0L LX 2014,2014,"248,000KM",Automatic,Petrol,White,4,2000,"
            Front Wheel Drive
          ",4,Perfect inside out,"25,000"
Used Nissan Altima 2.5 S 2017,2017,"162,000KM",CVT,Petrol,White,4,2500,"
            Front Wheel Drive
          ",4,Perfect inside out,"39,999"
New Toyota Hilux 2022,2022,0KM,N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"158,000"
Used Cadillac Brougham 1988,1988,"250,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"40,000"
Used Porsche Panamera 2011,2011,"200,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"59,000"
Used Toyota Corolla 2013,2013,"270,000KM",Manual,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"21,000"
Used Mercedes-Benz 560 SEL 1990,1990,"131,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",8,N/A,"22,000"
Used Changan CS95 2022,2022,"2,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"118,000"
Used Kia Optima 2014,2014,"361,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"25,000"
Used Mercedes-Benz G-Class 2013,2013,"300,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"180,000"
Used Audi A8 2014,2014,"225,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"95,000"
Used Ford Fusion 2014,2014,"263,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"33,000"
Used Toyota FJ Cruiser 2016,2016,"185,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",6,N/A,"96,000"
Used GMC Yukon 2013,2013,"269,000KM",Automatic,N/A,Brown,N/A,N/A,"
            Drive
          ",8,N/A,"66,000"
Used Lexus LS 460 2015,2015,"164,000KM",Automatic,N/A,Brown,N/A,N/A,"
            Drive
          ",8,N/A,"136,000"
Used Nissan Patrol 2013,2013,"286,000KM",Manual,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"58,000"
Used Audi A6 2018,2018,"140,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"95,000"
Used Toyota Camry 2014,2014,"290,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"28,000"
Used Chevrolet Impala 2015,2015,"301,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"33,000"
Used Ford Expedition 2014,2014,"281,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",8,N/A,"40,000"
Used Nissan Sentra 2017,2017,"100,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"40,000"
Used Toyota Yaris 2020,2020,"8,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"55,000"
Used Hyundai Santa Fe 2017,2017,"121,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"78,000"
Used Hyundai Santa Fe 2018,2018,"126,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",4,N/A,"78,000"
Used Lexus LX 570 2010,2010,"385,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"90,000"
Used Honda Odyssey 2015,2015,"253,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",6,N/A,"46,000"
Used Hyundai Sonata 2016,2016,"340,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"41,000"
Used Toyota Land Cruiser 2006,2006,"400,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"42,000"
Used Hyundai Sonata 2020,2020,"49,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"66,000"
Used Hyundai Elantra 2015,2015,"271,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"31,000"
Used Hyundai Elantra 2014,2014,"200,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"26,000"
Used Toyota Yaris 2015,2015,"250,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
New Changan CS95 2022,2022,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"131,001"
New Chery Arrizo 3 2021,2021,0KM,N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"62,675"
New Chery Arrizo 3 2021,2021,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"62,675"
New BAIC BJ40 Plus 2022,2022,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"126,000"
New BAIC X35 2022,2022,0KM,N/A,N/A,Orange,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"52,990"
New Maxus D90 2022,2022,0KM,N/A,N/A,Bronze,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"132,000"
New Maxus T60 2022,2022,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"71,001"
New Chery Tiggo 2022,2022,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"51,635"
New BAIC BJ40 Plus 2022,2022,0KM,N/A,N/A,Beige,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"132,250"
New Maxus T60 2022,2022,0KM,N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"94,875"
New Hyundai Matrix 2022,2022,0KM,N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"116,150"
New Hyundai Sonata 2022,2022,0KM,N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"116,150"
New Chery Tiggo 2022,2022,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"51,750"
New Hyundai Azera 2022,2022,0KM,N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"135,700"
New Changan CS85 2022,2022,0KM,N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"103,500"
New Changan Hunter 2022,2022,0KM,N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"88,550"
New Changan CS85 2022,2022,0KM,N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"117,001"
New BAIC X35 2022,2022,0KM,N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"63,250"
New Maxus T60 2022,2022,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"95,450"
New Hyundai Santa Fe 2022,2022,0KM,N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"144,900"
Used Dodge Challenger  SRT8 2014,2014,170KM,Automatic,Petrol,Black,4,N/A,"
            Rear Wheel Drive
          ",8,Minor wear and tear,"58,000"
Used Ford Fusion  S 2014,2014,"163,150KM",Automatic,Petrol,Black,4,2500,"
            Front Wheel Drive
          ",4,Minor wear and tear,"36,500"
Used Mazda 6 2016,2016,"251,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",4,N/A,"33,000"
Used Mercedes-Benz GLE-Class 2016,2016,"241,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"150,000"
Used Hyundai Sonata 2017,2017,"301,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"43,000"
Used Ford Mustang 2019,2019,"65,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"124,000"
Used Dodge Charger 2013,2013,"178,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",8,N/A,"40,000"
Used Cadillac CT4 2020,2020,"33,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"140,000"
Used Nissan Pathfinder 2018,2018,"79,000KM",Automatic,N/A,Green,N/A,N/A,"
            Drive
          ",6,N/A,"75,000"
Used Toyota Camry 2017,2017,"138,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",4,N/A,"65,000"
Used Honda Accord 2014,2014,"324,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"35,000"
Used Lexus LX 570 2016,2016,"119,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",8,N/A,"260,000"
Used BMW X3 2014,2014,"149,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"64,000"
Used GMC Yukon 2021,2021,"45,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",8,N/A,"190,000"
Used Infiniti QX50 2015,2015,"57,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",6,N/A,"80,000"
Used GMC Yukon 2015,2015,"258,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",8,N/A,"92,000"
Used Kia Sportage 2016,2016,"251,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"36,000"
Used Toyota Corolla 2015,2015,"298,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"40,000"
Used Toyota Corolla  1.6L XLI 2013,2013,"240,000KM",Automatic,Petrol,White,4,1598,"
            Front Wheel Drive
          ",4,Perfect inside out,"32,000"
Used Toyota Land Cruiser Prado 2006,2006,"436,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Toyota Land Cruiser 2008,2008,"500,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"55,000"
Used Kia Sportage 2015,2015,"44,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"36,000"
Used Hyundai Sonata 2013,2013,"230,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
Used Toyota Camry 2013,2013,"260,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"33,000"
Used Hyundai Santa Fe 2018,2018,"110,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"62,000"
Used Toyota Land Cruiser Prado 2005,2005,"290,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Mitsubishi Pajero 2005,2005,"360,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Hyundai Elantra 2017,2017,"150,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"37,000"
Used Hyundai Elantra 2012,2012,"300,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"24,000"
Used Toyota Corolla 2016,2016,"146,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Kia Sportage 2013,2013,"380,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Land Cruiser Prado 2005,2005,"35,000KM",N/A,N/A,Beige,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"29,000"
Used Kia Sportage 2017,2017,"180,000KM",N/A,N/A,Orange,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"56,000"
Used Hyundai Sonata 2014,2014,"320,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"32,000"
Used Hyundai Sonata 2014,2014,"320,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"32,000"
Used Toyota Land Cruiser 2003,2003,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Toyota Fortuner 2006,2006,"400,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"33,000"
Used Toyota Land Cruiser 2007,2007,"370,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"44,000"
Used Toyota Corolla 2016,2016,"190,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Toyota Corolla 2015,2015,"25,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Toyota Corolla 2012,2012,"350,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Yaris 2019,2019,"113,000KM",N/A,N/A,Bronze,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Yaris 2011,2011,"22,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Kia Cerato 2017,2017,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Mitsubishi 4th Generation Pajero 2016,2016,"205,000KM",Automatic,Petrol,White,5,3,"
            Rear Wheel Drive
          ",6,Perfect inside out,"55,000"
Used Toyota Corolla 1.6L XLI 2013,2013,"150,000KM",Automatic,Petrol,Blue,4,N/A,"
            Front Wheel Drive
          ",4,Perfect inside out,"28,000"
Used Toyota Fortuner 2016,2016,"79,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"85,000"
Used Lexus LS-Series 2018,2018,"68,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",6,N/A,"285,000"
Used Land Rover Range Rover Evoque 2020,2020,"63,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"225,000"
Used Ford Expedition 2015,2015,"353,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",6,N/A,"56,000"
Used Land Rover Range Rover 2015,2015,"197,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"170,000"
Used Isuzu D-MAX 2018,2018,"128,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"95,000"
Used Toyota Land Cruiser Pick Up 2015,2015,"73,000KM",Manual,N/A,Brown,N/A,N/A,"
            Drive
          ",6,N/A,"110,650"
Used Chevrolet Tahoe 2014,2014,"294,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"65,000"
Used Dodge Charger 2017,2017,"231,000KM",Automatic,N/A,Other,N/A,N/A,"
            Drive
          ",6,N/A,"65,000"
Used GMC Yukon 2011,2011,"296,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",8,N/A,"36,000"
Used Chevrolet Silverado 2016,2016,"236,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"70,000"
Used Chrysler 300C 2012,2012,"229,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"35,000"
Used Genesis G80 2015,2015,"216,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"55,000"
Used Lexus ES 350 2015,2015,"116,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"88,000"
Used Hyundai Santa Fe  3.5L Limited (AWD) 2019,2019,"92,000KM",Automatic,Petrol,Silver,5,3500,"
            All Wheel Drive
          ",6,Perfect inside out,"120,000"
Used Maserati Quattroporte  3.0T V6 2020,2020,"6,200KM",Automatic,Petrol,Black,4,2979,"
            Rear Wheel Drive
          ",6,Perfect inside out,"350,000"
Used BMW X5 xDrive 35i 2011,2011,"133,000KM",CVT,Petrol,Brown,4,3500,"
            All Wheel Drive
          ",6,Minor wear and tear,"40,000"
Used Kia K8 3.5L GDI LX 2022,2022,"16,700KM",Automatic,Petrol,Blue,4,3470,"
            Front Wheel Drive
          ",6,Perfect inside out,"150,000"
Used Toyota Corolla 2015,2015,"110,000KM",Automatic,Petrol,Silver,4,N/A,"
            Drive
          ",Not Sure,Perfect inside out,"40,000"
Used Hyundai Grand Santa Fe  3.3L FWD 2014,2014,"182,000KM",Automatic,Petrol,Black,4,3500,"
            Front Wheel Drive
          ",6,Perfect inside out,"56,000"
Used Lexus ES 350 2016,2016,"163,000KM",Automatic,Petrol,Brown,4,3,"
            Front Wheel Drive
          ",6,Perfect inside out,"145,000"
Used Nissan X-Trail  2.5 S 2WD 2016,2016,"163,560KM",Automatic,Petrol,Gray,4,2500,"
            Front Wheel Drive
          ",4,Perfect inside out,"48,500"
Used Ford F-150 2010,2010,"115,000KM",Automatic,N/A,Orange,N/A,N/A,"
            Drive
          ",8,N/A,"80,000"
Used Nissan Pathfinder 2010,2010,"208,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"24,000"
Used Mercedes-Benz S-Class 2014,2014,"83,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"200,000"
Used Chevrolet Impala 2015,2015,"286,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"51,000"
Used BMW 7 Series 2012,2012,"232,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",6,N/A,"50,000"
Used Kia Optima 2016,2016,"193,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"56,000"
Used Land Rover Range Rover 2015,2015,"118,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",8,N/A,"202,000"
Used Kia Sportage 2021,2021,"36,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"95,000"
Used Hyundai Accent 2020,2020,"61,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"54,000"
Used Hyundai Sonata 2017,2017,"196,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"52,800"
Used Nissan Patrol Safari 2016,2016,"260,000KM",Automatic,N/A,Green,N/A,N/A,"
            Drive
          ",6,N/A,"60,000"
Used GMC Yukon 2013,2013,"271,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",8,N/A,"50,000"
Used Renault Fluence 2014,2014,"151,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"25,000"
Used GMC Yukon 2019,2019,"72,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",8,N/A,"157,000"
Used Lexus LS 460 2013,2013,"293,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"115,000"
Used Toyota FJ Cruiser 2012,2012,"389,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"55,000"
Used Toyota Camry 2017,2017,"287,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"55,000"
Used Toyota Hilux 2014,2014,"232,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"57,000"
Used BMW 7 Series 2017,2017,"73,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"210,000"
Used Mercedes-Benz C-Class 2020,2020,"29,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"230,000"
Used Ford Taurus 2022,2022,"25,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"126,000"
Used Mini Countryman 2015,2015,"179,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",4,N/A,"42,000"
Used Toyota Innova 2010,2010,"410,000KM",Manual,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"23,000"
Used BMW 7 Series 2020,2020,"65,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"300,000"
Used Hyundai Accent 2015,2015,"242,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"19,000"
Used Haval H6 2020,2020,"82,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"60,000"
Used Hyundai Sonata  2.5L GDI 8AT Full option 2011,2011,180KM,Automatic,Petrol,White,4,2500,"
            Front Wheel Drive
          ",4,Perfect inside out,"18,000"
Used Hyundai Azera 2016,2016,"120,000KM",Automatic,Diesel,Beige,4,1,"
            Drive
          ",4,Perfect inside out,"20,000"
Used Hyundai Sonata 2014,2014,"300,000KM",Automatic,Petrol,White,5,2000,"
            All Wheel Drive
          ",Not Sure,Perfect inside out,"33,000"
Used Toyota Corolla 2012,2012,"97,000KM",Automatic,Petrol,Other,4,1600,"
            Front Wheel Drive
          ",4,Normal wear and tear with a few issues,"13,000"
Used Kia Sportage  1.6L Top (FWD) 2018,2018,"90,000KM",Automatic,Petrol,White,5,1591,"
            Front Wheel Drive
          ",4,Perfect inside out,"27,000"
Used Kia Sportage  1.6L Top (FWD) 2018,2018,"90,000KM",Automatic,Petrol,White,5,1591,"
            Front Wheel Drive
          ",4,Perfect inside out,"27,000"
Used Ford Explorer 2008,2008,"300,000KM",Automatic,Petrol,Gray,2,N/A,"
            Drive
          ",6,Perfect inside out,"13,000"
Used Toyota Hiace  Cargo Van 1993,1993,"170,000KM",Manual,Petrol,White,5,2694,"
            Front Wheel Drive
          ",4,Perfect inside out,"12,000"
Used Mercedes-Benz CLA-Class 2014,2014,"218,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"60,000"
Used Toyota FJ Cruiser 2014,2014,"320,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"75,000"
Used Mercedes-Benz S-Class 2010,2010,"200,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"73,000"
Used Mercedes-Benz S-Class 2021,2021,"22,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"650,000"
Used Honda Odyssey 2013,2013,"223,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"25,000"
Used GAC GS8 2019,2019,"72,000KM",Automatic,N/A,Brown,N/A,N/A,"
            Drive
          ",4,N/A,"70,000"
Used Ford Crown Victoria 2011,2011,"172,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",8,N/A,"27,000"
Used Hyundai Grand Santa Fe 2016,2016,"214,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"51,000"
Used Jeep Wrangler 2014,2014,"240,000KM",Automatic,N/A,Yellow,N/A,N/A,"
            Drive
          ",6,N/A,"95,000"
Used GMC Yukon 2011,2011,"378,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",8,N/A,"36,000"
Used Lexus LX 570 2019,2019,"58,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"375,000"
Used Jeep Grand Cherokee 2011,2011,"255,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"36,000"
Used Ford F-150 2020,2020,"28,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"180,000"
Used Hyundai Sonata 2.5L GDI 8AT Full option   2011,2011,"17,000KM",Automatic,Petrol,White,4,2500,"
            Front Wheel Drive
          ",4,Perfect inside out,"18,000"
Used Toyota Corolla  1.6 Limited 2013,2013,"157,000KM",Automatic,Petrol,White,4,1600,"
            Front Wheel Drive
          ",4,Perfect inside out,"17,000"
Used Toyota Avalon  3.5L V6 XLE 2019,2019,"14,638KM",Automatic,Petrol,White,4,3456,"
            Front Wheel Drive
          ",6,Minor wear and tear,"140,000"
Used Toyota Venza 2003,2003,"250,000KM",Automatic,Petrol,Silver,4,1600,"
            Front Wheel Drive
          ",4,Perfect inside out,"8,000"
Used Mercedes-Benz G-Class 2019,2019,"60,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"792,000"
Used Chevrolet Tahoe 2015,2015,"350,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"80,000"
Used Kia Optima 2017,2017,"121,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"50,000"
Used GMC Sierra 2014,2014,"215,000KM",Automatic,N/A,Brown,N/A,N/A,"
            Drive
          ",8,N/A,"65,000"
Used Toyota Innova 2017,2017,"329,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"53,000"
Used Audi A7 2011,2011,"264,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"63,000"
Used Porsche Panamera 2020,2020,"14,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",8,N/A,"545,000"
Used Toyota Hiace  2.7L Panel Van 2000,2000,"150,000KM",Manual,Petrol,White,4,2694,"
            Rear Wheel Drive
          ",4,Perfect inside out,"12,000"
New Kia Optima 2020,2020,0KM,N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"104,000"
Used Nissan Patrol 2016,2016,"173,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"112,000"
Used Ford Explorer 2015,2015,"208,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"50,000"
Used Bentley Continental 2014,2014,"27,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"350,000"
Used Toyota Land Cruiser 2019,2019,"93,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"229,000"
