car_name,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Used Toyota Corolla  2.0L Limited 2016,2016,"105,000KM",Automatic,Petrol,White,4,2000,"
            Front Wheel Drive
          ",4,Perfect inside out,"30,000"
Used Toyota Corolla 2015,2015,"114,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Kia Optima 2016,2016,"159,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Camry 2019,2019,"88,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Hyundai Elantra 2016,2016,"120,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Corolla 2010,2010,"260,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Corolla 2020,2020,"78,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Hyundai Accent 2020,2020,"61,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Hyundai Tucson 2017,2017,"141,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Corolla 2010,2010,"260,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"11,000"
Used Toyota Camry 2008,2008,"360,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Toyota Camry 2005,2005,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"5,000"
Used Hyundai Elantra 2015,2015,"190,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Hyundai Accent 2018,2018,"56,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Camry 2004,2004,"200,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"5,000"
Used Toyota Corolla 2006,2006,"140,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Fortuner 2015,2015,"165,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"55,000"
Used Toyota Fortuner 2014,2014,"157,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Kia Rio 2016,2016,"150,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"24,000"
Used Toyota Rav4 2017,2017,"170,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"60,000"
Used Hyundai Tucson 2013,2013,"300,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"31,000"
Used Toyota Corolla 2013,2013,"300,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Corolla 2012,2012,"170,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Land Cruiser Prado 2011,2011,"250,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"67,000"
Used Toyota Rav4 2009,2009,"350,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Hyundai Accent 2014,2014,"200,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"23,500"
Used Toyota Land Cruiser Prado 2011,2011,"290,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"48,000"
Used Toyota Rav4 2017,2017,"170,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"57,000"
Used Toyota Land Cruiser 2011,2011,"395,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"75,000"
Used Hyundai Veracruz 2008,2008,"370,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Kia Sportage 2015,2015,"181,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"37,000"
Used Toyota Rav4 2006,2006,"244,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
Used Suzuki APV 2011,2011,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,000"
Used Toyota Land Cruiser 2013,2013,"260,000KM",N/A,N/A,Beige,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Fortuner 2018,2018,"130,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,000"
Used Toyota Fortuner 2013,2013,"290,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Mitsubishi Lancer  1.3L Manual 2004,2004,"300,000KM",Manual,Petrol,Silver,4,1300,"
            Front Wheel Drive
          ",4,Perfect inside out,"7,500"
Used Hyundai Elantra 2017,2017,"155,000KM",Automatic,Petrol,Silver,4,2000,"
            Front Wheel Drive
          ",4,Perfect inside out,"33,000"
Used Toyota Camry  Sport 2004,2004,"240,000KM",Automatic,Petrol,Silver,4,1600,"
            Front Wheel Drive
          ",4,Perfect inside out,"7,000"
Used Hyundai Accent 2020,2020,"75,000KM",Automatic,Petrol,White,4,1,"
            Rear Wheel Drive
          ",4,Perfect inside out,"52,000"
Used Toyota Camry 2011,2011,"284,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Corolla 2015,2015,"232,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Corolla 2015,2015,"88,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Corolla 2009,2009,"166,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,000"
Used Hyundai Azera 2013,2013,"235,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Camry 2008,2008,"75,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Toyota Corolla 2017,2017,"189,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Hyundai Santa Fe 2018,2018,"152,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,000"
Used Hyundai Tucson 2019,2019,"75,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,000"
Used Hyundai Elantra 2016,2016,"125,000KM",N/A,N/A,Bronze,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Toyota Corolla 2007,2007,"280,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Corolla 2013,2013,"168,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"7,000"
Used Kia Sportage 2017,2017,"82,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Toyota Camry 2017,2017,"88,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Toyota Corolla 2010,2010,"168,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"7,000"
Used Toyota Corolla 2013,2013,"319,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Camry 2017,2017,"144,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Elantra 2019,2019,"77,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Camry  2.4 Hybrid XLE 2012,2012,"210,000KM",CVT,Hybrid,White,4,2400,"
            Front Wheel Drive
          ",Other,Perfect inside out,"14,000"
Used Hyundai Tucson 2017,2017,"141,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,000"
Used Toyota Corolla 2013,2013,"150,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Hyundai Santa Fe 2016,2016,"147,000KM",N/A,N/A,Brown,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Camry 2008,2008,"265,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Toyota Corolla 2009,2009,"172,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Mercedes-Benz CLC 200 2016,2016,"140,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Corolla 2013,2013,"150,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Corolla 2017,2017,"160,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Volkswagen Touareg 2006,2006,"200,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"19,000"
Used BMW 7 Series 2006,2006,"240,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"24,000"
Used Mercedes-Benz SLC 2003,2003,"239,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Rav4 2015,2015,"183,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Corolla 2010,2010,"235,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"8,000"
Used Mini Cooper 2018,2018,"56,000KM",Automatic,Petrol,Pink,3,1600,"
            Front Wheel Drive
          ",4,Perfect inside out,"38,000"
New GAC GA4 1.5L 2021,2021,100KM,Manual,Petrol,Silver,4,1500,"
            Front Wheel Drive
          ",4,Perfect inside out,"49,000"
Used Haval H9  2.0T Super Dignity 2020,2020,"115,000KM",Automatic,Petrol,Beige,5,1997,"
            All Wheel Drive
          ",4,Minor wear and tear,"80,000"
Used Kia Optima 2016,2016,"265,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"48,000"
Used Dodge Charger 2015,2015,"230,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"90,000"
Used Toyota Camry 2015,2015,"241,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"50,000"
Used BMW 7 Series 2015,2015,"119,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"105,000"
Used Kia Optima 2015,2015,"171,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"41,000"
Used Audi A8 2020,2020,"35,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"310,000"
Used Kia Mohave 2016,2016,"136,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"46,000"
Used Hyundai Azera 2012,2012,"308,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"40,000"
Used Land Rover Range Rover 2015,2015,"200,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"203,000"
Used Hyundai Accent 2014,2014,"157,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"31,000"
Used Honda Accord 2020,2020,"53,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"81,200"
Used Jeep Grand Cherokee 2014,2014,"365,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"75,000"
Used Volkswagen CC 2016,2016,"162,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"33,000"
Used Ford Edge 2014,2014,"200,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"39,000"
Used Jeep Wrangler 2016,2016,"197,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"80,000"
Used Cadillac SRX 2012,2012,"197,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"28,000"
Used Toyota Camry 2018,2018,"68,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"85,000"
Used Toyota Corolla 2015,2015,"195,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"42,000"
Used Mini Cooper 2017,2017,"140,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",3,N/A,"60,000"
Used Jeep Wrangler 2014,2014,"140,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"85,000"
Used Chevrolet Tahoe 2010,2010,"184,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"24,000"
Used Kia Sorento 2014,2014,"230,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"38,000"
Used Kia Cerato 2014,2014,"376,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"24,000"
Used Toyota Fortuner 2017,2017,"132,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"85,000"
Used Kia Cerato 2019,2019,"106,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"48,000"
Used Hyundai Genesis 2016,2016,"203,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"75,000"
Used Honda Accord 2013,2013,"351,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"36,000"
Used GMC Yukon 2018,2018,"80,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"138,000"
Used GMC Yukon 2011,2011,"253,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"41,000"
Used Honda Odyssey 2014,2014,"127,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"35,000"
Used Ford Expedition 2014,2014,"294,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"43,000"
Used GMC Yukon 2022,2022,"4,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"340,000"
Used Kia Grand Carnival 2016,2016,"271,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"36,000"
Used Nissan Armada 2012,2012,"305,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"27,000"
Used Toyota Corolla 2020,2020,"66,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"58,000"
Used Ford Expedition 2013,2013,"322,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"31,000"
Used RAM 1500 2018,2018,"34,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"85,000"
Used GMC Yukon 2016,2016,"263,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"138,000"
Used Hyundai Elantra 2014,2014,"307,000KM",Manual,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"25,000"
Used Toyota Land Cruiser 2013,2013,"293,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"130,000"
Used Ford Expedition 2013,2013,"295,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"70,000"
Used MG RX5 2019,2019,"62,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"70,000"
Used Toyota Highlander 2022,2022,"7,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"145,000"
Used Mercedes-Benz A35 AMG 2021,2021,"30,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"210,000"
Used Chevrolet Tahoe 2011,2011,"248,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"37,000"
Used BMW 7 Series 2016,2016,"148,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"162,500"
Used Jeep Wrangler 2012,2012,"192,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"65,000"
Used Geely Emgrand 7 2014,2014,"96,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",4,N/A,"13,000"
Used GMC Yukon 2012,2012,"260,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"54,000"
Used Kia Cerato 2014,2014,"350,000KM",Manual,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"20,000"
Used Fiat 500 2020,2020,"8,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"81,500"
Used Chevrolet Impala 2016,2016,"163,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"44,000"
Used Porsche Macan 2015,2015,"184,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"132,500"
Used Infiniti QX60 2015,2015,"155,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"56,100"
Used Nissan Sunny 2022,2022,"21,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"56,000"
Used Toyota Hiace 2014,2014,"283,000KM",Manual,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"46,000"
Used Mazda CX-9 2016,2016,"198,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"48,000"
Used Mazda CX-9 2015,2015,"152,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"45,000"
Used Lexus LS 460 2013,2013,"190,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"122,000"
Used Chevrolet Spark 2016,2016,"209,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"24,000"
Used Daihatsu Terios 2012,2012,"147,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"25,000"
Used Ford F-150 2012,2012,"158,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"40,000"
Used Toyota Camry 2016,2016,"307,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"51,000"
Used Chevrolet Traverse 2016,2016,"147,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"45,000"
Used Nissan Sunny 2016,2016,"147,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"30,000"
Used Mercedes-Benz C-Class 2017,2017,"167,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"130,000"
Used Toyota Land Cruiser 2019,2019,"51,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"198,000"
Used GMC Yukon 2021,2021,"25,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"188,000"
Used Renault Fluence 2015,2015,"187,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"15,000"
Used Toyota FJ Cruiser 2013,2013,"242,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"66,000"
Used Kia Optima 2015,2015,"264,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"35,000"
Used Chevrolet Tahoe 2010,2010,"308,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"37,000"
Used Kia Optima 2015,2015,"215,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"35,000"
Used Peugeot 301 2014,2014,"210,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"18,000"
Used Mercedes-Benz S-Class 2011,2011,"327,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"80,000"
Used Infiniti QX80 2019,2019,"76,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"200,000"
Used Toyota FJ Cruiser 2016,2016,"183,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"88,000"
Used Toyota Land Cruiser 2016,2016,"249,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",8,N/A,"180,000"
Used Audi Q3 2022,2022,"1,600KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"255,000"
Used Nissan Altima 2013,2013,"336,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"25,000"
Used Chevrolet Impala 2015,2015,"107,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"39,000"
Used Hyundai Azera 2022,2022,"11,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"165,000"
Used Toyota Land Cruiser Prado 2015,2015,"231,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"95,000"
Used Toyota Corolla 2012,2012,"110,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Fortuner 2012,2012,"218,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Toyota Fortuner 2013,2013,"280,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Toyota Camry 2008,2008,"135,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Toyota Fortuner 2010,2010,"270,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Hyundai Accent 2015,2015,"76,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Land Cruiser Prado 2011,2011,"111,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"32,000"
Used Hyundai Elantra 2014,2014,"136,000KM",N/A,N/A,Brown,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"16,000"
Used Toyota Fortuner 2010,2010,"220,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Toyota Land Cruiser Prado 2013,2013,"86,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"26,000"
Used Toyota Land Cruiser Prado 2010,2010,"280,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Toyota Corolla 2013,2013,"91,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Hyundai Accent 2018,2018,"99,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Camry 2018,2018,"60,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"36,000"
Used Toyota Camry 2017,2017,"88,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Mazda 6  2.5 2015,2015,"178,000KM",Automatic,Petrol,Silver,4,2500,"
            Front Wheel Drive
          ",4,Minor wear and tear,"35,000"
Used Ford Expedition 2012,2012,300KM,Automatic,Petrol,Red,4,N/A,"
            All Wheel Drive
          ",Not Sure,Perfect inside out,"35,000"
Used Hyundai Elantra 2013,2013,"135,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Corolla 2006,2006,"140,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Camry 2014,2014,"82,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Hilux 2017,2017,"85,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Camry 2014,2014,"115,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Toyota Land Cruiser 2015,2015,"95,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Hyundai Elantra 2014,2014,"298,000KM",N/A,N/A,Brown,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Land Cruiser Prado 2011,2011,"88,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Hyundai Elantra 2013,2013,"106,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Camry 2010,2010,"230,000KM",N/A,N/A,Brown,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,000"
Used Toyota Corolla 2013,2013,"150,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Camry 2010,2010,"68,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Toyota Camry 2012,2012,"123,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Toyota Land Cruiser Prado 2013,2013,"68,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Camry 2008,2008,"105,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"19,000"
Used Toyota Corolla 2007,2007,"485,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"6,000"
Used Toyota Corolla 2010,2010,"160,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"8,000"
Used Toyota Corolla 2012,2012,"180,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Toyota Rav4 2017,2017,"102,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Elantra 2017,2017,"172,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Toyota Corolla 2007,2007,"275,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"8,000"
Used Toyota Corolla 2005,2005,"45,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"8,000"
Used Toyota Corolla 2007,2007,"160,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Corolla 2009,2009,"300,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
